of	O
lidocaine	O
in	O
the	O
operative	O
field	O
0	O
<EOS>	O
we	O
report	O
a	O
patient	O
with	O
chronic	O
renal	O
failure	O
and	O
ischemic	O
heart	O
disease	O
who	O
developed	O
clinically	O
significant	O
methemoglobinemia	B-ADR
after	O
an	O
axillary	O
block	O
with	O
bupivacaine	O
and	O
additional	O
injection	O
of	O
lidocaine	B-Drug
in	O
the	O
operative	O
field	O
0	O
<EOS>	O
detection	O
of	O
activated	O
eosinophil	O
in	O
nasal	O
polyp	O
of	O
an	O
aspirin-induced	B-Drug
asthma	B-ADR
patient	O
0	O
<EOS>	O
an	O
episode	O
of	O
subacute	O
encephalopathy	B-ADR
after	O
the	O
infusion	O
of	O
a	O
moderate	O
dose	O
of	O
methotrexate	B-Drug
(	O
1500	O
mg	O
/	O
m2	O
)	O
(	O
mtx	O
)	O
is	O
reported	O
in	O
a	O
young	O
adult	O
with	O
metastastic	O
gastric	O
cancer	O
0	O
<EOS>	O
we	O
believe	O
that	O
this	O
represents	O
an	O
unusual	O
case	O
of	O
moderate-dose	O
mtx-induced	B-Drug
neurotoxicity	B-ADR
in	O
a	O
patient	O
with	O
gastric	O
cancer	O
,	O
which	O
ha	O
not	O
previously	O
been	O
reported	O
0	O
<EOS>	O
we	O
describe	O
a	O
life	O
threatening	O
side	O
effect	O
of	O
acute	O
epoprostenol	B-Drug
infusion	O
(	O
pulmonary	B-ADR
edema	I-ADR
)	O
in	O
a	O
patient	O
with	O
pulmonary	O
hypertension	O
associated	O
with	O
limited	O
scleroderma	O
and	O
discus	O
it	O
management	O
and	O
potential	O
etiology	O
0	O
<EOS>	O
a	O
14-year-old	O
girl	O
with	O
newly	O
diagnosed	O
sle	O
developed	O
a	O
pruritic	B-ADR
bullous	I-ADR
eruption	I-ADR
while	O
on	O
prednisone	B-Drug
0	O
<EOS>	O
hydroxyurea-induced	B-Drug
acute	B-ADR
interstitial	I-ADR
pneumonitis	I-ADR
in	O
a	O
patient	O
with	O
essential	O
thrombocythemia	O
0	O
<EOS>	O
the	O
clinical	O
course	O
suggests	O
that	O
the	O
interstitial	B-ADR
pneumonitis	I-ADR
wa	O
induced	O
by	O
hydroxyurea	B-Drug
0	O
<EOS>	O
this	O
is	O
the	O
first	O
case	O
of	O
hydroxyurea-induced	B-Drug
acute	B-ADR
interstitial	I-ADR
pneumonitis	I-ADR
reported	O
in	O
the	O
literature	O
0	O
<EOS>	O
allergic	O
and	O
irritant	B-ADR
contact	I-ADR
dermatitis	I-ADR
to	O
calcipotriol	B-Drug
0	O
<EOS>	O
calcipotriol	B-Drug
(	O
daivonex	O
r	O
;	O
leo	O
pharmaceutical	O
,	O
zurich	O
,	O
switzerland	O
)	O
may	O
cause	O
irritation	O
of	O
the	O
skin	O
,	O
whereas	O
allergic	B-ADR
reaction	I-ADR
are	O
le	O
common	O
0	O
<EOS>	O
calcipotriol	B-Drug
(	O
daivonex	O
r	O
;	O
leo	O
pharmaceutical	O
,	O
zurich	O
,	O
switzerland	O
)	O
may	O
cause	O
irritation	B-ADR
of	I-ADR
the	I-ADR
skin	I-ADR
,	O
whereas	O
allergic	O
reaction	O
are	O
le	O
common	O
0	O
<EOS>	O
the	O
present	O
observation	O
suggests	O
,	O
that	O
a	O
batch	O
of	O
different	O
testing	O
dos	O
,	O
including	O
lower	O
testing	O
dos	O
may	O
help	O
to	O
differentiate	O
between	O
an	O
allergic	O
type	O
of	O
contact	O
dermatitis	O
and	O
an	O
irritant	B-ADR
type	I-ADR
of	I-ADR
reaction	I-ADR
after	O
treatment	O
with	O
calcipotriol	B-Drug
0	O
<EOS>	O
myotonia	B-ADR
associated	O
with	O
sarcoidosis	O
:	O
marked	O
exacerbation	O
with	O
pravastatin	B-Drug
0	O
<EOS>	O
pravastatin	B-Drug
is	O
associated	O
with	O
myotonia	B-ADR
in	O
animal	O
0	O
<EOS>	O
this	O
case	O
suggests	O
that	O
sarcoidosis	O
and	O
pravastatin	B-Drug
,	O
two	O
entity	O
not	O
frequently	O
associated	O
with	O
myotonia	B-ADR
,	O
may	O
interact	O
in	O
a	O
synergistic	O
manner	O
to	O
produce	O
severe	O
clinical	O
myotonia	O
in	O
human	O
0	O
<EOS>	O
hypersensitivity	O
to	O
aspirin	B-Drug
can	O
be	O
manifested	O
a	O
acute	O
asthma	O
,	O
urticaria	O
and	O
/	O
or	O
angioedema	B-ADR
,	O
or	O
a	O
systemic	O
anaphylactoid	O
reaction	O
0	O
<EOS>	O
hypersensitivity	O
to	O
aspirin	B-Drug
can	O
be	O
manifested	O
a	O
acute	O
asthma	O
,	O
urticaria	O
and	O
/	O
or	O
angioedema	O
,	O
or	O
a	O
systemic	B-ADR
anaphylactoid	I-ADR
reaction	I-ADR
0	O
<EOS>	O
hypersensitivity	O
to	O
aspirin	B-Drug
can	O
be	O
manifested	O
a	O
acute	O
asthma	O
,	O
urticaria	B-ADR
and	O
/	O
or	O
angioedema	O
,	O
or	O
a	O
systemic	O
anaphylactoid	O
reaction	O
0	O
<EOS>	O
conclusion	O
:	O
fixed	O
drug	O
eruption	B-ADR
is	O
associated	O
with	O
many	O
drug	O
but	O
this	O
is	O
the	O
first	O
such	O
report	O
with	O
omeprazole	B-Drug
0	O
<EOS>	O
fixed	O
drug	O
eruption	B-ADR
in	O
hand	O
caused	O
by	O
omeprazole	B-Drug
0	O
<EOS>	O
the	O
objective	O
of	O
this	O
report	O
is	O
to	O
describe	O
a	O
case	O
of	O
fixed	O
drug	O
eruption	B-ADR
that	O
occurred	O
during	O
omeprazole	B-Drug
treatment	O
0	O
<EOS>	O
a	O
26-year-old	O
japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	B-ADR
erythema	I-ADR
and	O
pustule	O
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	O
,	O
and	O
fever	O
up	O
to	O
39	O
degree	O
c	O
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-Drug
0	O
<EOS>	O
a	O
26-year-old	O
japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	O
erythema	O
and	O
pustule	O
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	O
,	O
and	O
fever	B-ADR
up	I-ADR
to	I-ADR
39	I-ADR
degree	I-ADR
c	I-ADR
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-Drug
0	O
<EOS>	O
a	O
26-year-old	O
japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	O
erythema	O
and	O
pustule	O
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	B-ADR
,	O
and	O
fever	O
up	O
to	O
39	O
degree	O
c	O
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-Drug
0	O
<EOS>	O
a	O
26-year-old	O
japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	O
erythema	O
and	O
pustule	B-ADR
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	O
,	O
and	O
fever	O
up	O
to	O
39	O
degree	O
c	O
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-Drug
0	O
<EOS>	O
acute	B-ADR
generalized	I-ADR
exanthematous	I-ADR
pustulosis	I-ADR
induced	O
by	O
salazosulfapyridine	B-Drug
in	O
a	O
patient	O
with	O
ulcerative	O
colitis	O
0	O
<EOS>	O
we	O
report	O
a	O
case	O
of	O
acute	B-ADR
generalized	I-ADR
exanthematous	I-ADR
pustulosis	I-ADR
(	O
agep	O
)	O
induced	O
by	O
salazosulfapyridine	B-Drug
in	O
a	O
patient	O
with	O
ulcerative	O
colitis	O
0	O
<EOS>	O
case	O
summary	O
:	O
a	O
39-year-old	O
white	O
jewish	O
schizophrenic	O
man	O
treated	O
with	O
olanzapine	B-Drug
developed	O
an	O
elevated	B-ADR
serum	I-ADR
ck	I-ADR
concentration	I-ADR
with	O
a	O
peak	O
concentration	O
of	O
4000	O
iu	O
/	O
l	O
(	O
normal	O
<	O
230	O
)	O
0	O
<EOS>	O
discussion	O
:	O
olanzapine	B-Drug
,	O
like	O
other	O
atypical	O
antipsychotic	O
drug	O
,	O
may	O
cause	O
muscle	B-ADR
injury	I-ADR
with	I-ADR
concomitant	I-ADR
elevation	I-ADR
of	I-ADR
serum	I-ADR
ck	I-ADR
of	O
muscle	O
origin	O
0	O
<EOS>	O
marked	O
elevation	B-ADR
of	I-ADR
serum	I-ADR
creatine	I-ADR
kinase	I-ADR
associated	O
with	O
olanzapine	B-Drug
therapy	O
0	O
<EOS>	O
objective	O
:	O
to	O
report	O
a	O
case	O
of	O
marked	O
elevation	B-ADR
of	I-ADR
serum	I-ADR
creatine	I-ADR
kinase	I-ADR
(	O
ck	O
)	O
associated	O
with	O
olanzapine	B-Drug
therapy	O
0	O
<EOS>	O
diclofenac-associated	B-Drug
hepatitis	B-ADR
0	O
<EOS>	O
this	O
patient	O
,	O
who	O
had	O
a	O
history	O
of	O
osteoarthritis	O
,	O
had	O
severe	O
hepatitis	B-ADR
5	O
week	O
after	O
being	O
started	O
on	O
diclofenac	B-Drug
for	O
increasing	O
pain	O
in	O
the	O
joint	O
0	O
<EOS>	O
2-cda	B-Drug
induces	O
lymphocytopenia	B-ADR
,	O
which	O
may	O
explain	O
the	O
improvement	O
in	O
this	O
patient	O
psoriasis	O
0	O
<EOS>	O
one	O
case	O
of	O
priapism	B-ADR
occurred	O
during	O
heparin	B-Drug
therapy	O
for	O
a	O
previous	O
surgical	O
operation	O
to	O
the	O
knee	O
is	O
reported	O
0	O
<EOS>	O
priapism	B-ADR
a	O
a	O
complication	O
of	O
heparin	B-Drug
therapy	O
0	O
<EOS>	O
the	O
association	O
between	O
heparin	B-Drug
and	O
priapism	O
is	O
often	O
recognized	O
;	O
abnormal	B-ADR
platelet	I-ADR
aggregation	I-ADR
could	O
play	O
a	O
role	O
in	O
the	O
pathogenesis	O
of	O
this	O
side	O
effect	O
0	O
<EOS>	O
the	O
association	O
between	O
heparin	B-Drug
and	O
priapism	B-ADR
is	O
often	O
recognized	O
;	O
abnormal	O
platelet	O
aggregation	O
could	O
play	O
a	O
role	O
in	O
the	O
pathogenesis	O
of	O
this	O
side	O
effect	O
0	O
<EOS>	O
it	O
carry	O
a	O
well-known	O
risk	O
of	O
neutropenia	O
and	O
agranulocytosis	B-ADR
,	O
which	O
necessitates	O
the	O
immediate	O
discontinuation	O
of	O
clozapine	B-Drug
0	O
<EOS>	O
it	O
carry	O
a	O
well-known	O
risk	O
of	O
neutropenia	B-ADR
and	O
agranulocytosis	O
,	O
which	O
necessitates	O
the	O
immediate	O
discontinuation	O
of	O
clozapine	B-Drug
0	O
<EOS>	O
objective	O
:	O
we	O
report	O
a	O
patient	O
who	O
developed	O
neutropenia	O
on	O
clozapine	B-Drug
,	O
but	O
behind	O
the	O
cell	O
count	O
decrease	O
showed	O
to	O
be	O
a	O
diurnal	B-ADR
variation	I-ADR
of	I-ADR
the	I-ADR
white	I-ADR
blood	I-ADR
cell	I-ADR
(	O
wbc	O
)	O
0	O
<EOS>	O
acute	B-ADR
neutrophilic	I-ADR
dermatosis	I-ADR
induced	O
by	O
all-trans-retinoic	B-Drug
acid	I-Drug
treatment	O
for	O
acute	O
promyelocytic	O
leukemia	O
0	O
<EOS>	O
finding	O
on	O
discontinuation	O
and	O
rechallenge	O
supported	O
the	O
assumption	O
that	O
the	O
hair	B-ADR
loss	I-ADR
wa	O
a	O
side	O
effect	O
of	O
the	O
paroxetine	B-Drug
0	O
<EOS>	O
hair	B-ADR
loss	I-ADR
associated	O
with	O
paroxetine	B-Drug
treatment	O
:	O
a	O
case	O
report	O
0	O
<EOS>	O
we	O
report	O
on	O
a	O
37-year-old	O
female	O
who	O
complained	O
of	O
moderate	O
hair	B-ADR
loss	I-ADR
during	O
paroxetine	B-Drug
treatment	O
0	O
<EOS>	O
conclusion	O
:	O
patient	O
with	O
insulin	B-Drug
allergy	O
may	O
not	O
have	O
complete	O
resolution	O
of	O
their	O
symptom	O
after	O
standard	O
desensitization	O
,	O
particularly	O
those	O
patient	O
with	O
concomitant	O
protamine	B-ADR
allergy	I-ADR
0	O
<EOS>	O
method	O
:	O
the	O
patient	O
required	O
insulin	B-Drug
desensitization	O
for	O
severe	O
urticaria	O
,	O
angioedema	B-ADR
,	O
and	O
occasional	O
wheezing	O
resulting	O
from	O
her	O
insulin	O
dose	O
0	O
<EOS>	O
method	O
:	O
the	O
patient	O
required	O
insulin	B-Drug
desensitization	O
for	O
severe	O
urticaria	O
,	O
angioedema	B-ADR
,	O
and	O
occasional	O
wheezing	O
resulting	O
from	O
her	O
insulin	O
dose	O
0	O
<EOS>	O
method	O
:	O
the	O
patient	O
required	O
insulin	B-Drug
desensitization	O
for	O
severe	B-ADR
urticaria	I-ADR
,	O
angioedema	O
,	O
and	O
occasional	O
wheezing	O
resulting	O
from	O
her	O
insulin	O
dose	O
0	O
<EOS>	O
method	O
:	O
the	O
patient	O
required	O
insulin	B-Drug
desensitization	O
for	O
severe	B-ADR
urticaria	I-ADR
,	O
angioedema	O
,	O
and	O
occasional	O
wheezing	O
resulting	O
from	O
her	O
insulin	O
dose	O
0	O
<EOS>	O
method	O
:	O
the	O
patient	O
required	O
insulin	B-Drug
desensitization	O
for	O
severe	O
urticaria	O
,	O
angioedema	O
,	O
and	O
occasional	O
wheezing	B-ADR
resulting	O
from	O
her	O
insulin	O
dose	O
0	O
<EOS>	O
method	O
:	O
the	O
patient	O
required	O
insulin	B-Drug
desensitization	O
for	O
severe	O
urticaria	O
,	O
angioedema	O
,	O
and	O
occasional	O
wheezing	B-ADR
resulting	O
from	O
her	O
insulin	O
dose	O
0	O
<EOS>	O
objective	O
:	O
the	O
purpose	O
of	O
this	O
study	O
wa	O
to	O
determine	O
whether	O
desensitization	O
to	O
nph	O
insulin	B-Drug
,	O
a	O
well	O
a	O
standard	O
insulin	O
desensitization	O
,	O
could	O
control	O
allergic	B-ADR
symptom	I-ADR
in	O
a	O
patient	O
allergic	O
to	O
both	O
nph	O
and	O
regular	O
insulin	O
0	O
<EOS>	O
objective	O
:	O
the	O
purpose	O
of	O
this	O
study	O
wa	O
to	O
determine	O
whether	O
desensitization	O
to	O
nph	B-Drug
insulin	I-Drug
,	O
a	O
well	O
a	O
standard	O
insulin	O
desensitization	O
,	O
could	O
control	O
allergic	B-ADR
symptom	I-ADR
in	O
a	O
patient	O
allergic	O
to	O
both	O
nph	O
and	O
regular	O
insulin	O
0	O
<EOS>	O
patient	O
receiving	O
neutral	B-Drug
protamine	I-Drug
hagedorn	I-Drug
(	I-Drug
nph	I-Drug
)	I-Drug
insulin	I-Drug
are	O
at	O
increased	O
risk	O
for	O
the	O
development	O
of	O
protamine	B-ADR
hypersensitivity	I-ADR
0	O
<EOS>	O
protamine	B-ADR
allergy	I-ADR
a	O
a	O
complication	O
of	O
insulin	B-Drug
hypersensitivity	O
:	O
a	O
case	O
report	O
0	O
<EOS>	O
she	O
continued	O
to	O
receive	O
regular	O
insulin	B-Drug
4	O
time	O
per	O
day	O
over	O
the	O
following	O
3	O
year	O
with	O
only	O
occasional	O
hive	B-ADR
0	O
<EOS>	O
the	O
patient	O
had	O
recurrence	O
of	O
urticaria	O
and	O
angioedema	B-ADR
a	O
year	O
and	O
a	O
half	O
later	O
,	O
at	O
which	O
point	O
the	O
nph	O
wa	O
stopped	O
and	O
she	O
wa	O
desensitized	O
to	O
regular	O
insulin	B-Drug
0	O
<EOS>	O
the	O
patient	O
had	O
recurrence	O
of	O
urticaria	O
and	O
angioedema	B-ADR
a	O
year	O
and	O
a	O
half	O
later	O
,	O
at	O
which	O
point	O
the	O
nph	B-Drug
wa	O
stopped	O
and	O
she	O
wa	O
desensitized	O
to	O
regular	O
insulin	O
0	O
<EOS>	O
the	O
patient	O
had	O
recurrence	O
of	O
urticaria	B-ADR
and	O
angioedema	O
a	O
year	O
and	O
a	O
half	O
later	O
,	O
at	O
which	O
point	O
the	O
nph	O
wa	O
stopped	O
and	O
she	O
wa	O
desensitized	O
to	O
regular	O
insulin	B-Drug
0	O
<EOS>	O
the	O
patient	O
had	O
recurrence	O
of	O
urticaria	B-ADR
and	O
angioedema	O
a	O
year	O
and	O
a	O
half	O
later	O
,	O
at	O
which	O
point	O
the	O
nph	B-Drug
wa	O
stopped	O
and	O
she	O
wa	O
desensitized	O
to	O
regular	O
insulin	O
0	O
<EOS>	O
a	O
5-month-old	O
infant	O
became	O
lethargic	B-ADR
and	O
poorly	O
responsive	O
after	O
receiving	O
1	O
drop	O
of	O
brimonidine	B-Drug
in	O
each	O
eye	O
0	O
<EOS>	O
a	O
5-month-old	O
infant	O
became	O
lethargic	O
and	O
poorly	B-ADR
responsive	I-ADR
after	O
receiving	O
1	O
drop	O
of	O
brimonidine	B-Drug
in	O
each	O
eye	O
0	O
<EOS>	O
an	O
11-day-old	O
infant	O
became	O
lethargic	O
and	O
apneic	B-ADR
after	O
a	O
single	O
drop	O
of	O
brimonidine	B-Drug
0	O
<EOS>	O
an	O
11-day-old	O
infant	O
became	O
lethargic	B-ADR
and	O
apneic	O
after	O
a	O
single	O
drop	O
of	O
brimonidine	B-Drug
0	O
<EOS>	O
apparent	O
central	B-ADR
nervous	I-ADR
system	I-ADR
depression	I-ADR
in	O
infant	O
after	O
the	O
use	O
of	O
topical	O
brimonidine	B-Drug
0	O
<EOS>	O
conclusion	O
:	O
topical	O
brimonidine	B-Drug
may	O
be	O
associated	O
with	O
central	B-ADR
nervous	I-ADR
system	I-ADR
depression	I-ADR
in	O
infant	O
0	O
<EOS>	O
purpose	O
:	O
to	O
report	O
two	O
case	O
in	O
which	O
topical	O
brimonidine	B-Drug
resulted	O
in	O
apparent	O
central	B-ADR
nervous	I-ADR
system	I-ADR
depression	I-ADR
and	O
unresponsiveness	O
in	O
an	O
infant	O
0	O
<EOS>	O
ceftriaxone	B-Drug
wa	O
approved	O
in	O
1997	O
for	O
the	O
treatment	O
of	O
otitis	O
medium	O
despite	O
previous	O
study	O
that	O
documented	O
an	O
association	O
of	O
ceftriaxone	O
with	O
elevated	B-ADR
hepato-biliary	I-ADR
enzyme	I-ADR
and	O
transient	O
biliary	O
stasis	O
0	O
<EOS>	O
ceftriaxone	B-Drug
wa	O
approved	O
in	O
1997	O
for	O
the	O
treatment	O
of	O
otitis	O
medium	O
despite	O
previous	O
study	O
that	O
documented	O
an	O
association	O
of	O
ceftriaxone	O
with	O
elevated	O
hepato-biliary	O
enzyme	O
and	O
transient	B-ADR
biliary	I-ADR
stasis	I-ADR
0	O
<EOS>	O
hepato-biliary	B-ADR
abnormality	I-ADR
secondary	O
to	O
ceftriaxone	B-Drug
use	O
:	O
a	O
case	O
report	O
0	O
<EOS>	O
anterior	B-ADR
lumbosacral	I-ADR
radiculopathy	I-ADR
after	O
intrathecal	O
methotrexate	B-Drug
treatment	O
0	O
<EOS>	O
reported	O
are	O
three	O
child	O
who	O
developed	O
progressive	B-ADR
paraparesis	I-ADR
after	O
intrathecal	O
methotrexate	B-Drug
administration	O
followed	O
by	O
complete	O
or	O
partial	O
recovery	O
0	O
<EOS>	O
during	O
the	O
first	O
day	O
of	O
arsenic	B-Drug
trioxide	I-Drug
treatment	O
a	O
rapid	O
decrease	B-ADR
in	I-ADR
the	I-ADR
d-dimers	I-ADR
wa	O
seen	O
